transaction_id,date,amount,category,merchant,payment_method,location,income,monthly_budget,savings,investment,transaction_type,is_anomaly
1021,2024-03-22 09:23:30,3214.4,Travel,IRCTC,Debit Card,Hyderabad,107745.0,85534.23,26916.27,24295.89,expense,0
1022,2026-02-28 00:52:22,24152.77,Investment,Mutual Fund SIP,Cash,Bangalore,49538.0,36976.91,9084.79,12104.23,expense,0
1023,2025-05-29 21:58:38,248.63,Entertainment,Game Zone,Credit Card,Mumbai,153583.0,135146.3,39225.8,26346.76,expense,0
1024,2025-02-22 22:19:31,5270.72,Travel,IRCTC,UPI,Remote,85279.0,47590.62,21820.26,17418.18,expense,0
1025,2024-09-16 22:52:00,4583.78,Entertainment,Spotify,Net Banking,Bangalore,157717.0,97029.44,48280.72,18362.88,expense,0
1026,2023-10-17 18:40:32,9382.32,Shopping,Mega Mall,Cash,Chennai,180834.0,118264.1,42121.53,26258.92,expense,0
1027,2025-08-12 11:19:24,21943.51,Education,Tuition Institute,Cash,Mumbai,39397.0,28515.41,7296.2,4315.04,expense,0
1028,2024-07-19 21:08:38,1113.56,Food,Fresh Mart,Debit Card,Hyderabad,159502.0,116896.1,44295.84,8081.85,expense,0
1029,2024-05-10 00:15:05,2850.89,Healthcare,Apollo Pharmacy,Net Banking,Delhi,95316.0,58904.9,9450.97,12329.77,expense,0
1030,2024-02-03 09:01:24,83752.74,Healthcare,City Hospital,Credit Card,Mumbai,130891.0,91136.93,44666.13,20889.47,income,0
1031,2024-01-17 12:07:56,8242.53,Shopping,Lifestyle Store,Credit Card,Bangalore,165518.0,124238.27,57828.18,33183.15,expense,0
1032,2023-11-10 18:45:07,6543.35,Investment,Brokerage Account,Credit Card,Delhi,73770.0,50212.16,11294.27,13190.07,expense,0
1033,2023-10-01 09:12:16,728.28,Healthcare,Apollo Pharmacy,Cash,Mumbai,154473.0,89433.99,48921.38,24764.74,expense,0
1034,2025-07-23 13:15:50,99358.11,Food,Swiggy,UPI,Chennai,127870.0,71860.36,38907.86,15221.44,income,0
1035,2024-01-02 16:15:07,65322.57,Travel,Uber,Net Banking,Delhi,69028.0,43968.85,19387.58,3914.34,income,0
1036,2024-01-05 20:08:54,1352.91,Healthcare,Apollo Pharmacy,Credit Card,Delhi,203376.0,166731.56,22123.55,13225.04,expense,0
1037,2024-10-18 21:41:56,5797.13,Investment,Brokerage Account,Debit Card,Remote,180286.0,107237.01,21817.08,14020.02,expense,0
1038,2024-09-26 09:20:39,6027.78,Bills,Broadband Provider,Net Banking,Mumbai,79748.0,52137.53,15418.54,8073.8,expense,0
1039,2024-05-06 15:36:01,1847.2,Entertainment,Game Zone,Credit Card,Remote,132059.0,98667.41,35363.99,10282.94,expense,0
1040,2025-01-08 05:33:07,14718.88,Healthcare,MediLab,UPI,Bangalore,109458.0,97081.28,36667.4,8561.41,expense,0
1041,2025-12-08 22:30:29,1013.21,Food,Zomato,Credit Card,Remote,80479.0,67983.19,23146.39,5090.07,expense,0
1042,2025-11-30 11:54:35,16989.29,Healthcare,Apollo Pharmacy,UPI,Remote,118396.0,106264.87,11830.73,19034.63,expense,0
1043,2024-09-02 11:11:27,144416.75,Education,Exam Center,UPI,Delhi,168326.0,140097.12,43406.48,31721.93,income,0
1044,2023-09-06 21:42:14,8623.74,Bills,Broadband Provider,Net Banking,Mumbai,149249.0,108837.23,21067.07,26720.73,transfer,0
1045,2025-01-01 19:33:21,74094.04,Healthcare,Health Clinic,Credit Card,Chennai,69028.0,43968.85,19387.58,3914.34,income,0
1046,2025-02-25 13:31:08,3848.15,Travel,Uber,UPI,Bangalore,164789.0,126292.5,29597.21,23483.58,expense,0
1047,2023-03-22 22:23:05,4032.23,Entertainment,BookMyShow,Credit Card,Delhi,151394.0,102135.52,52436.69,25911.83,expense,0
1048,2023-11-07 19:20:54,103123.69,Shopping,Lifestyle Store,Credit Card,Chennai,92526.0,56249.3,8248.45,10390.17,income,0
1049,2025-03-13 03:30:56,7374.76,Travel,Ola,Debit Card,Bangalore,180286.0,107237.01,21817.08,14020.02,expense,0
1050,2026-02-16 03:33:48,56339.62,Entertainment,LatePay Online,Net Banking,Delhi,71197.0,59623.22,7822.45,15612.82,income,1
1051,2023-05-12 02:37:15,2994.55,Entertainment,Game Zone,Debit Card,Mumbai,209294.0,163247.01,41363.13,41023.27,expense,0
1052,2023-02-02 05:02:35,15475.72,Investment,Mutual Fund SIP,Debit Card,Hyderabad,89323.0,62428.09,19387.99,8796.7,expense,0
1053,2023-11-04 23:53:59,6409.67,Bills,Broadband Provider,Net Banking,Chennai,54430.0,33469.85,9997.17,12873.67,expense,0
1054,2023-08-20 20:29:17,28517.85,Investment,Mutual Fund SIP,UPI,Hyderabad,41896.0,29529.28,6064.14,2881.38,expense,0
1055,2024-11-06 23:53:36,5663.04,Travel,Airline Booking,Cash,Chennai,89323.0,62428.09,19387.99,8796.7,expense,0
1056,2024-03-23 08:00:01,4370.98,Bills,Gas Utility,UPI,Bangalore,124608.0,79781.6,14657.16,27038.2,expense,0
1057,2024-03-15 13:47:00,2501.74,Bills,Water Supply,Debit Card,Hyderabad,131288.0,111300.01,36946.17,17291.11,expense,0
1058,2024-02-11 16:35:29,6742.68,Shopping,Flipkart,UPI,Chennai,96315.0,59094.95,31329.5,16053.63,expense,0
1059,2023-05-14 04:34:10,88289.83,Entertainment,Game Zone,Net Banking,Hyderabad,77853.0,66270.12,17475.57,6764.85,income,0
1060,2026-01-13 03:05:30,97437.33,Investment,Gold Savings,UPI,Remote,140668.0,86766.68,21450.21,20686.07,income,0
1061,2023-12-31 19:31:24,135.63,Food,Fresh Mart,UPI,Chennai,77638.0,69760.92,20820.16,9847.63,expense,0
1062,2025-02-22 18:41:20,19288.62,Food,Fresh Mart,Debit Card,Chennai,214728.0,118666.64,30242.26,26426.87,transfer,0
1063,2023-03-05 21:15:02,2615.5,Entertainment,BookMyShow,Debit Card,Bangalore,80393.0,62129.76,18474.33,5482.84,transfer,0
1064,2023-07-24 22:19:00,10713.02,Education,Online Courses,Net Banking,Mumbai,46447.0,31959.37,5054.55,5440.43,expense,0
1065,2023-07-01 12:11:15,13137.48,Investment,ETF Platform,UPI,Bangalore,126570.0,92438.2,43380.58,21565.89,expense,0
1066,2024-10-30 02:46:08,18370.49,Education,Exam Center,Net Banking,Mumbai,55535.0,39280.34,5873.42,6895.43,transfer,0
1067,2026-02-18 16:28:34,15219.16,Investment,Gold Savings,UPI,Bangalore,187993.0,120894.21,33329.88,19173.4,expense,0
1068,2023-08-19 20:59:07,6073.0,Education,Online Courses,Debit Card,Chennai,167038.0,131159.77,28162.81,13531.47,expense,0
1069,2026-01-01 16:12:11,24710.47,Education,Tuition Institute,Debit Card,Mumbai,204208.0,166741.7,50422.81,14340.41,expense,0
1070,2024-07-07 20:01:59,11786.84,Education,Tuition Institute,Net Banking,Chennai,81264.0,65863.45,11011.8,16866.99,expense,0
1071,2023-05-26 08:50:10,10479.98,Shopping,Flipkart,UPI,Chennai,174521.0,113947.49,47608.63,27143.17,expense,0
1072,2024-02-28 18:24:22,2538.02,Shopping,Flipkart,Cash,Remote,105642.0,78640.02,30385.45,25243.49,expense,0
1073,2023-10-08 12:05:40,1312.33,Food,Swiggy,Net Banking,Hyderabad,183448.0,162359.66,55598.6,38552.32,transfer,0
1074,2024-03-17 14:46:23,4290.91,Travel,Uber,Credit Card,Mumbai,105219.0,93304.04,19067.27,11273.42,expense,0
1075,2023-02-14 20:31:10,7730.13,Travel,Uber,Debit Card,Mumbai,68303.0,48370.96,18627.68,15705.15,expense,0
1076,2025-07-12 01:32:25,101437.39,Education,Online Courses,Credit Card,Delhi,162717.0,114596.21,30624.32,26348.45,income,0
1077,2023-07-20 21:24:23,11945.61,Education,Online Courses,UPI,Mumbai,208868.0,115067.11,65676.73,13973.98,transfer,0
1078,2025-04-29 23:27:44,324.03,Food,Fresh Mart,Credit Card,Remote,203998.0,173939.47,61093.99,50987.98,expense,0
1079,2023-05-19 13:10:52,838.61,Shopping,Amazon,Net Banking,Bangalore,164752.0,130455.28,30383.32,39103.23,expense,0
1080,2023-07-07 08:22:04,30492.33,Investment,ETF Platform,Debit Card,Mumbai,110999.0,66010.15,16372.85,18437.91,expense,0
1081,2023-07-23 22:43:18,158079.72,Healthcare,Apollo Pharmacy,UPI,Remote,204357.0,147259.84,65706.72,42909.05,income,0
1082,2025-01-10 02:57:32,22582.01,Education,Exam Center,Net Banking,Delhi,89323.0,62428.09,19387.99,8796.7,expense,0
1083,2025-08-11 14:38:59,1371.04,Travel,Ola,UPI,Delhi,108691.0,97216.41,31241.47,14516.05,expense,0
1084,2024-06-14 21:10:16,7669.39,Travel,Airline Booking,Cash,Chennai,209245.0,153082.24,50144.39,27160.11,expense,0
1085,2025-09-04 23:40:56,5052.52,Shopping,Amazon,Cash,Delhi,85566.0,70459.63,9466.63,20209.48,expense,0
1086,2023-08-19 20:27:11,7163.03,Travel,Ola,UPI,Delhi,62744.0,51133.2,5813.99,6508.72,expense,0
1087,2023-03-16 03:26:20,86237.39,Investment,Mutual Fund SIP,Credit Card,Mumbai,78682.0,68146.71,19407.8,19363.05,income,0
1088,2024-12-22 19:38:58,39376.51,Investment,ETF Platform,Credit Card,Delhi,102373.0,67956.65,28356.67,18172.38,expense,0
1089,2023-06-26 23:49:22,2663.04,Travel,Airline Booking,Credit Card,Hyderabad,214728.0,118666.64,30242.26,26426.87,expense,0
1090,2024-10-08 14:58:58,180472.86,Investment,ETF Platform,Credit Card,Chennai,216475.0,132345.37,18321.04,43873.61,income,0
1091,2025-08-27 01:20:13,10129.39,Education,Exam Center,Net Banking,Remote,180286.0,107237.01,21817.08,14020.02,expense,0
1092,2023-05-02 12:16:21,16471.52,Shopping,Lifestyle Store,Debit Card,Bangalore,98688.0,79748.97,12752.13,16065.72,transfer,0
1093,2023-07-01 04:01:48,315.8,Food,24x7 Store,Net Banking,Chennai,37183.0,31524.68,12367.86,7699.41,expense,1
1094,2025-10-18 17:28:13,14199.82,Education,Tuition Institute,Net Banking,Remote,45056.0,35191.85,7009.91,10857.28,expense,0
1095,2024-04-15 03:51:29,2800.18,Entertainment,Netflix,Net Banking,Remote,100745.0,67689.5,22040.71,20827.07,expense,0
1096,2025-12-17 05:58:12,7857.12,Bills,Water Supply,Credit Card,Chennai,127946.0,104786.99,11741.99,31847.05,expense,0
1097,2024-11-07 23:22:18,12587.92,Shopping,Flipkart,Debit Card,Remote,103953.0,77829.1,9195.12,22709.26,expense,0
1098,2024-10-17 08:47:51,11458.68,Education,Online Courses,Net Banking,Bangalore,105623.0,87605.91,12748.03,16016.65,expense,0
1099,2025-01-23 11:51:24,4883.83,Shopping,Mega Mall,Net Banking,Remote,178471.0,144643.55,49017.73,19919.53,expense,0
1100,2025-06-03 13:54:22,128997.15,Bills,Electricity Board,UPI,Bangalore,179969.0,105135.23,47645.52,24841.21,income,0
1101,2026-02-19 00:16:16,3248.26,Investment,ETF Platform,Net Banking,Delhi,164789.0,126292.5,29597.21,23483.58,expense,0
1102,2026-01-30 15:34:29,9087.24,Education,Tuition Institute,Cash,Hyderabad,76214.0,46326.18,6418.88,10264.52,expense,0
1103,2024-05-05 15:44:49,478.35,Food,Swiggy,Cash,Delhi,26542.0,18556.36,3718.42,3432.69,expense,0
1104,2025-02-07 15:03:48,179091.96,Investment,ETF Platform,Credit Card,Delhi,191619.0,123562.67,22220.14,12501.24,income,0
1105,2026-02-02 01:41:35,586.19,Food,24x7 Store,UPI,Bangalore,128892.0,94131.22,44261.02,18276.6,expense,1
1106,2025-07-01 21:30:16,6224.21,Bills,Broadband Provider,Debit Card,Hyderabad,101218.0,73578.17,24359.45,11928.97,expense,0
1107,2024-10-09 13:42:26,3214.34,Healthcare,MediLab,Net Banking,Remote,134575.0,75292.51,18831.41,12948.13,expense,0
1108,2024-03-14 18:46:05,94898.58,Shopping,Amazon,Credit Card,Hyderabad,97258.0,83701.32,22399.96,18883.87,income,0
1109,2025-02-03 14:00:51,5400.08,Bills,Electricity Board,Cash,Bangalore,48236.0,32300.57,7237.54,6074.77,expense,0
1110,2023-11-22 08:13:33,29818.53,Education,Online Courses,Debit Card,Mumbai,39382.0,27297.02,11358.09,2065.22,transfer,0
1111,2023-09-29 09:50:22,17666.14,Healthcare,Apollo Pharmacy,Debit Card,Mumbai,166699.0,146656.88,38688.81,21184.66,expense,0
1112,2023-07-07 11:34:33,5175.54,Travel,Ola,Debit Card,Hyderabad,50939.0,43929.57,11492.98,10772.99,expense,0
1113,2025-05-15 07:17:54,2933.01,Entertainment,Spotify,Credit Card,Mumbai,157351.0,116945.86,31116.82,17134.45,expense,0
1114,2024-11-11 03:21:45,120398.86,Travel,Uber,UPI,Remote,167038.0,131159.77,28162.81,13531.47,income,0
1115,2025-02-27 01:43:42,23190.13,Travel,Ola,Net Banking,Hyderabad,37183.0,31524.68,12367.86,7699.41,income,0
1116,2026-01-05 02:14:37,122624.16,Entertainment,Game Zone,UPI,Bangalore,132450.0,89893.89,20080.03,13085.79,income,0
1117,2023-07-11 01:09:21,1293.2,Entertainment,BookMyShow,Debit Card,Mumbai,121601.0,108681.98,26690.41,12423.47,expense,0
1118,2024-06-14 05:20:04,27328.91,Food,Zomato,Net Banking,Bangalore,122945.0,81970.47,23052.87,19361.27,transfer,0
1119,2023-08-24 12:28:32,29163.59,Investment,Gold Savings,Debit Card,Mumbai,131308.0,101278.78,32965.27,20635.7,expense,0
1120,2024-12-13 15:33:13,21802.08,Investment,ETF Platform,Net Banking,Delhi,63102.0,46763.03,17073.79,15379.87,expense,0
1121,2023-04-19 02:10:29,1317.96,Food,Swiggy,Cash,Remote,65397.0,40454.19,6030.35,7524.98,expense,0
1122,2024-09-02 22:01:44,2394.46,Shopping,Amazon,Credit Card,Delhi,143033.0,101066.31,32011.74,14087.91,expense,0
1123,2024-04-04 09:24:20,112732.69,Food,Fresh Mart,UPI,Remote,167038.0,131159.77,28162.81,13531.47,income,0
1124,2024-03-10 14:58:55,140398.48,Entertainment,BookMyShow,Credit Card,Mumbai,183417.0,134272.04,35810.45,41329.92,income,0
1125,2025-08-18 07:41:56,8893.82,Bills,Gas Utility,Cash,Hyderabad,212891.0,176254.34,52673.42,33358.36,expense,0
1126,2023-05-11 22:13:14,89324.86,Investment,ETF Platform,Net Banking,Bangalore,129592.0,86829.8,26951.49,15683.34,income,0
1127,2024-03-17 01:35:52,7208.8,Shopping,Flipkart,Cash,Hyderabad,113861.0,95506.2,14839.43,11060.27,expense,0
1128,2025-09-14 12:04:24,19629.25,Healthcare,City Hospital,UPI,Hyderabad,164752.0,130455.28,30383.32,39103.23,expense,0
1129,2026-02-02 14:13:40,9926.45,Healthcare,Health Clinic,UPI,Bangalore,149358.0,114034.66,45548.61,12646.58,expense,0
1130,2025-08-31 23:51:50,1308.97,Food,Cafe House,UPI,Mumbai,217468.0,139677.38,33045.26,42718.74,expense,0
1131,2025-06-08 05:56:02,4915.49,Travel,Uber,UPI,Delhi,161672.0,99967.46,44469.84,17162.21,expense,0
1132,2025-05-28 14:59:34,4377.97,Bills,Water Supply,Cash,Remote,49442.0,41033.09,8619.45,7102.16,expense,0
1133,2025-03-18 06:34:36,4643.86,Shopping,Flipkart,Net Banking,Remote,125776.0,84031.75,40613.67,21571.97,expense,0
1134,2023-06-02 05:15:04,2829.01,Bills,Water Supply,Net Banking,Mumbai,207479.0,179259.49,66292.31,42735.51,expense,0
1135,2024-10-22 00:55:31,43514.63,Travel,Airline Booking,Net Banking,Chennai,52306.0,45832.68,12165.64,9903.1,income,0
1136,2024-09-17 15:44:47,2654.12,Entertainment,Game Zone,Cash,Remote,39397.0,28515.41,7296.2,4315.04,expense,0
1137,2026-02-10 16:23:07,20200.69,Investment,Gold Savings,Net Banking,Delhi,187993.0,120894.21,33329.88,19173.4,expense,0
1138,2023-07-20 23:49:45,8870.55,Shopping,Amazon,Net Banking,Delhi,108613.0,61298.31,20384.67,14847.85,expense,0
1139,2025-05-18 02:43:58,1311.81,Food,24x7 Store,Debit Card,Remote,199358.0,162295.36,21499.45,45954.13,expense,1
1140,2024-07-28 03:09:48,39248.83,Investment,ETF Platform,Credit Card,Chennai,132450.0,89893.89,20080.03,13085.79,expense,0
1141,2024-08-04 16:52:18,3556.88,Travel,IRCTC,UPI,Mumbai,64504.0,51536.74,18922.08,11042.57,expense,0
1142,2024-10-17 04:14:22,12499.02,Shopping,Amazon,Cash,Bangalore,119074.0,78317.59,35772.71,29005.8,expense,0
1143,2023-01-04 05:45:45,90059.36,Bills,Broadband Provider,Net Banking,Bangalore,95390.0,69945.75,25599.18,19964.59,income,0
1144,2024-04-26 02:31:22,156622.31,Investment,Gold Savings,Credit Card,Delhi,217445.0,119634.35,38094.97,24126.88,income,0
1145,2023-07-26 07:30:03,179308.53,Education,Tuition Institute,Net Banking,Remote,161194.0,139162.39,35164.94,25214.4,income,0
1146,2023-05-19 17:54:13,6867.67,Shopping,Mega Mall,UPI,Remote,77853.0,66270.12,17475.57,6764.85,expense,0
1147,2023-03-13 04:16:57,34031.79,Investment,Gold Savings,Cash,Mumbai,112388.0,67311.46,33123.24,10151.5,expense,0
1148,2025-06-07 13:30:41,13449.81,Shopping,Lifestyle Store,Credit Card,Remote,218752.0,194573.35,67238.26,47614.82,expense,0
1149,2025-04-21 17:02:52,968.43,Travel,Uber,Cash,Bangalore,86916.0,48947.52,18212.46,14441.22,expense,0
1150,2023-07-06 20:28:54,22179.85,Education,Book Store,Credit Card,Hyderabad,137573.0,104031.05,21304.79,31926.27,expense,0
1151,2024-11-21 04:06:36,5034.87,Bills,24x7 Store,Cash,Bangalore,166699.0,146656.88,38688.81,21184.66,expense,1
1152,2025-02-02 11:26:34,20906.87,Investment,Mutual Fund SIP,Credit Card,Hyderabad,168326.0,140097.12,43406.48,31721.93,expense,0
1153,2024-05-08 00:52:29,25437.11,Investment,Gold Savings,Cash,Chennai,98688.0,79748.97,12752.13,16065.72,expense,0
1154,2024-03-19 06:41:00,7447.87,Travel,Ola,Debit Card,Hyderabad,77638.0,69760.92,20820.16,9847.63,expense,0
1155,2024-09-24 16:21:57,643.37,Travel,Ola,UPI,Bangalore,51646.0,29274.02,17366.97,11741.0,expense,0
1156,2026-01-13 01:46:29,2488.85,Entertainment,Netflix,Credit Card,Bangalore,100450.0,79674.4,31915.61,17565.77,expense,0
1157,2024-05-18 15:42:55,3501.07,Entertainment,Spotify,Net Banking,Bangalore,175830.0,122586.48,51317.82,31275.28,expense,0
1158,2024-01-08 05:47:29,20929.71,Travel,Ola,Debit Card,Chennai,165937.0,148760.21,27717.38,35174.48,transfer,0
1159,2023-04-05 04:31:26,6242.97,Investment,ETF Platform,UPI,Chennai,207992.0,149686.11,45417.88,41252.59,expense,0
1160,2024-09-25 00:28:10,2745.47,Travel,Ola,Credit Card,Delhi,73770.0,50212.16,11294.27,13190.07,expense,0
1161,2025-10-09 03:34:42,3190.37,Travel,Ola,Cash,Bangalore,166699.0,146656.88,38688.81,21184.66,expense,0
1162,2023-11-13 01:25:23,20267.38,Education,Book Store,Cash,Chennai,100745.0,67689.5,22040.71,20827.07,expense,0
1163,2024-10-20 06:38:11,4542.02,Shopping,Mega Mall,Cash,Bangalore,45128.0,30652.32,9145.3,7207.87,expense,0
1164,2025-10-11 11:47:54,5899.06,Education,Book Store,UPI,Hyderabad,159633.0,107826.19,17764.7,35537.61,expense,0
1165,2024-01-25 17:49:05,23970.24,Education,Tuition Institute,Cash,Mumbai,146958.0,121797.33,19035.09,30264.27,expense,0
1166,2024-03-13 00:02:42,150766.75,Bills,Water Supply,Net Banking,Hyderabad,125776.0,84031.75,40613.67,21571.97,income,0
1167,2025-12-20 23:19:55,13698.02,Healthcare,Apollo Pharmacy,Net Banking,Chennai,168326.0,140097.12,43406.48,31721.93,expense,0
1168,2025-08-06 07:03:02,16655.15,Healthcare,MediLab,Debit Card,Delhi,60777.0,38833.91,9707.82,6959.58,expense,0
1169,2025-10-25 19:28:37,7929.79,Education,Exam Center,Debit Card,Mumbai,75448.0,47080.07,12707.28,5579.56,expense,0
1170,2025-10-01 05:09:09,268.71,Entertainment,Netflix,Debit Card,Chennai,98688.0,79748.97,12752.13,16065.72,expense,0
1171,2024-10-03 19:50:03,1133.02,Food,Fresh Mart,Debit Card,Remote,109458.0,97081.28,36667.4,8561.41,expense,0
1172,2025-11-09 07:33:01,6756.08,Travel,Airline Booking,Credit Card,Hyderabad,68303.0,48370.96,18627.68,15705.15,expense,0
1173,2024-08-23 19:07:25,29878.57,Investment,Brokerage Account,UPI,Hyderabad,161672.0,99967.46,44469.84,17162.21,expense,0
1174,2023-01-15 13:05:21,885.68,Entertainment,BookMyShow,Net Banking,Bangalore,128355.0,78834.56,20812.17,19888.77,expense,0
1175,2025-08-10 22:48:06,3816.45,Entertainment,Spotify,Credit Card,Bangalore,179969.0,105135.23,47645.52,24841.21,expense,0
1176,2024-03-12 03:21:20,19407.93,Education,Tuition Institute,Credit Card,Mumbai,127795.0,84987.84,33428.61,25619.69,expense,0
1177,2025-06-03 01:40:08,26683.08,Investment,Gold Savings,UPI,Chennai,163429.0,122024.81,23602.6,30392.72,expense,0
1178,2023-07-19 05:22:19,11608.68,Shopping,Amazon,Cash,Chennai,45056.0,35191.85,7009.91,10857.28,expense,0
1179,2023-10-26 00:44:38,8613.29,Bills,Electricity Board,UPI,Hyderabad,174661.0,154378.49,57116.48,21663.51,expense,0
1180,2025-09-22 16:57:18,15649.22,Education,Online Courses,Net Banking,Chennai,82134.0,47666.21,27819.29,16564.66,expense,0
1181,2025-11-22 14:42:18,4455.58,Investment,Gold Savings,Credit Card,Mumbai,172979.0,107630.44,30851.3,26065.07,expense,0
1182,2023-03-14 22:58:08,782.68,Food,Cafe House,Debit Card,Remote,124608.0,79781.6,14657.16,27038.2,expense,0
1183,2023-10-30 07:31:02,572.72,Entertainment,Spotify,Net Banking,Chennai,169071.0,118055.33,26669.43,29247.6,expense,0
1184,2025-12-07 04:14:55,64045.01,Food,Swiggy,UPI,Remote,75859.0,53611.38,17393.04,12785.23,income,0
1185,2025-08-30 10:46:24,516.85,Entertainment,Netflix,Credit Card,Mumbai,58591.0,43060.26,11589.93,12328.83,expense,0
1186,2024-01-24 23:56:30,588.35,Food,Zomato,UPI,Hyderabad,62065.0,53573.86,14984.54,14546.47,expense,0
1187,2025-03-18 06:53:23,732.79,Entertainment,BookMyShow,UPI,Chennai,209423.0,159632.72,17273.88,14721.24,expense,0
1188,2025-06-18 08:14:29,20359.29,Education,Online Courses,Net Banking,Chennai,93840.0,64875.6,9151.36,9457.48,expense,0
1189,2025-12-13 02:28:16,2633.34,Food,Zomato,UPI,Delhi,131308.0,101278.78,32965.27,20635.7,transfer,0
1190,2025-08-06 17:59:12,181456.72,Education,Tuition Institute,Credit Card,Chennai,198629.0,153280.27,62626.6,41857.97,income,0
1191,2024-04-03 03:17:38,519.39,Food,Fresh Mart,Credit Card,Hyderabad,171779.0,115900.02,55801.32,17938.27,expense,0
1192,2025-10-21 20:17:40,3997.62,Investment,Mutual Fund SIP,Cash,Bangalore,79917.0,53263.52,22156.85,15083.82,expense,0
1193,2023-06-07 07:54:53,20524.35,Investment,ETF Platform,Cash,Hyderabad,49442.0,41033.09,8619.45,7102.16,expense,0
1194,2023-06-17 18:46:39,4013.67,Entertainment,Netflix,Debit Card,Hyderabad,103953.0,77829.1,9195.12,22709.26,expense,0
1195,2025-06-09 10:53:50,5803.15,Travel,Ola,Debit Card,Hyderabad,27747.0,18818.75,5636.49,5744.61,expense,0
1196,2024-11-21 16:47:45,2958.81,Investment,Brokerage Account,Cash,Delhi,60737.0,42001.67,17501.13,8163.49,expense,0
1197,2024-04-29 03:46:57,202.06,Food,Fresh Mart,Debit Card,Chennai,29748.0,20580.28,6969.89,5895.9,expense,0
1198,2025-04-20 15:17:58,9211.07,Entertainment,BookMyShow,UPI,Mumbai,78276.0,53717.18,12363.48,9481.93,transfer,0
1199,2023-01-13 13:18:46,1315.44,Entertainment,BookMyShow,UPI,Mumbai,101218.0,73578.17,24359.45,11928.97,expense,0
1200,2023-10-31 13:18:20,493.41,Food,Zomato,UPI,Delhi,212116.0,156741.93,28598.86,50604.67,expense,0
1201,2025-12-15 07:20:04,124718.81,Entertainment,Game Zone,Credit Card,Bangalore,107745.0,85534.23,26916.27,24295.89,income,0
1202,2024-10-12 10:05:30,86264.48,Entertainment,BookMyShow,UPI,Hyderabad,75428.0,67522.39,16962.21,17711.12,income,0
1203,2023-01-06 17:50:12,550.09,Food,Zomato,Debit Card,Delhi,207479.0,179259.49,66292.31,42735.51,expense,0
1204,2026-02-15 03:58:41,5287.93,Bills,LatePay Online,Net Banking,Bangalore,204208.0,166741.7,50422.81,14340.41,expense,1
1205,2023-01-16 08:48:14,3777.42,Shopping,Amazon,UPI,Chennai,165937.0,148760.21,27717.38,35174.48,expense,0
1206,2024-11-15 03:36:17,5303.57,Travel,Ola,UPI,Bangalore,169990.0,96805.69,52259.14,10255.0,expense,0
1207,2023-11-06 07:50:19,95036.79,Entertainment,Spotify,Net Banking,Chennai,98781.0,87834.67,31473.82,23267.91,income,0
1208,2024-06-11 21:18:51,7477.37,Healthcare,City Hospital,Debit Card,Remote,92215.0,55838.6,10369.07,10916.04,expense,0
1209,2023-02-02 14:42:14,9893.35,Shopping,Flipkart,Credit Card,Mumbai,216475.0,132345.37,18321.04,43873.61,expense,0
1210,2024-04-18 21:55:21,1421.91,Travel,Airline Booking,Debit Card,Mumbai,118070.0,84426.15,22574.64,14141.68,expense,0
1211,2025-03-29 13:15:09,4465.56,Entertainment,Game Zone,Debit Card,Remote,44870.0,32242.84,8168.88,8570.93,expense,0
1212,2025-04-07 07:04:43,7794.72,Shopping,Mega Mall,Debit Card,Bangalore,171779.0,115900.02,55801.32,17938.27,expense,0
1213,2023-03-13 18:16:53,18524.64,Investment,Brokerage Account,Debit Card,Remote,45128.0,30652.32,9145.3,7207.87,expense,0
1214,2023-03-24 17:38:18,8995.04,Shopping,Lifestyle Store,Debit Card,Mumbai,83053.0,74183.1,26901.55,14894.14,expense,0
1215,2025-01-01 03:44:54,82277.66,Education,Online Courses,Credit Card,Bangalore,127946.0,104786.99,11741.99,31847.05,income,0
1216,2024-12-22 05:08:19,3476.56,Entertainment,BookMyShow,Cash,Delhi,208062.0,145624.69,55322.64,12824.68,expense,0
1217,2025-01-05 22:59:03,6654.75,Education,Exam Center,Net Banking,Remote,61668.0,34603.87,14069.75,9674.77,expense,0
1218,2023-11-12 08:24:25,1099.53,Food,Fresh Mart,Debit Card,Bangalore,190229.0,119983.98,24285.12,17900.02,expense,0
1219,2025-06-06 14:13:55,16539.43,Healthcare,City Hospital,Net Banking,Delhi,53295.0,36293.62,9597.01,11328.38,expense,0
1220,2024-04-03 08:11:14,6529.69,Travel,Airline Booking,Credit Card,Bangalore,45128.0,30652.32,9145.3,7207.87,expense,0
1221,2025-08-22 21:14:56,873.5,Food,Cafe House,Cash,Delhi,84129.0,47189.14,12687.6,14219.11,expense,0
1222,2025-02-11 21:44:59,21286.63,Investment,ETF Platform,UPI,Delhi,85279.0,47590.62,21820.26,17418.18,expense,0
1223,2024-02-17 15:12:47,2571.7,Shopping,Amazon,Debit Card,Delhi,154473.0,89433.99,48921.38,24764.74,expense,0
1224,2025-04-29 04:39:34,129676.13,Healthcare,Apollo Pharmacy,Credit Card,Hyderabad,169990.0,96805.69,52259.14,10255.0,income,0
1225,2024-07-13 14:36:17,126747.84,Travel,Ola,Net Banking,Chennai,164487.0,147191.21,29890.5,32883.53,income,0
1226,2025-11-27 20:11:35,842.38,Entertainment,Spotify,UPI,Mumbai,164789.0,126292.5,29597.21,23483.58,expense,0
